local,ano,genero,raça,nível_ensino,rend_real_habitual
Fortaleza,2020,Total,Parda,Total,"R$ 2.518,42"
Fortaleza,2020,Total,Preta,Total,"R$ 2.351,99"
Fortaleza,2020,Homem,Branca,Total,"R$ 6.481,40"
Fortaleza,2020,Mulher,Branca,Total,"R$ 3.840,68"
Fortaleza,2020,Homem,Outros,Total,"R$ 1.255,51"
Fortaleza,2020,Mulher,Outros,Total,"R$ 1.502,41"
Fortaleza,2020,Homem,Parda,Total,"R$ 2.722,95"
Fortaleza,2020,Mulher,Parda,Total,"R$ 2.243,80"
Fortaleza,2020,Homem,Preta,Total,"R$ 2.360,87"
Fortaleza,2020,Mulher,Preta,Total,"R$ 2.328,62"
Fortaleza,2021,Total,Total,Total,"R$ 2.744,46"
Fortaleza,2021,Homem,Total,Total,"R$ 2.901,40"
Fortaleza,2021,Mulher,Total,Total,"R$ 2.519,25"
Fortaleza,2021,Total,Branca,Total,"R$ 3.547,76"
Fortaleza,2021,Total,Outros,Total,"R$ 3.574,78"
Fortaleza,2021,Total,Parda,Total,"R$ 2.560,42"
Fortaleza,2021,Total,Preta,Total,"R$ 1.692,11"
Fortaleza,2021,Homem,Branca,Total,"R$ 3.571,82"
Fortaleza,2021,Mulher,Branca,Total,"R$ 3.518,05"
Fortaleza,2021,Homem,Outros,Total,"R$ 1.439,35"
Fortaleza,2021,Mulher,Outros,Total,"R$ 3.884,15"
Fortaleza,2021,Homem,Parda,Total,"R$ 2.819,05"
Fortaleza,2021,Mulher,Parda,Total,"R$ 2.169,06"
Fortaleza,2021,Homem,Preta,Total,"R$ 1.852,40"
Fortaleza,2021,Mulher,Preta,Total,"R$ 1.383,34"
Fortaleza,2022,Total,Total,Total,"R$ 2.531,30"
Fortaleza,2022,Homem,Total,Total,"R$ 2.697,30"
Fortaleza,2022,Mulher,Total,Total,"R$ 2.331,23"
Fortaleza,2022,Total,Branca,Total,"R$ 3.406,28"
Fortaleza,2022,Total,Outros,Total,"R$ 1.263,15"
Fortaleza,2022,Total,Parda,Total,"R$ 2.055,92"
Fortaleza,2022,Total,Preta,Total,"R$ 2.899,11"
Fortaleza,2022,Homem,Branca,Total,"R$ 3.626,38"
Fortaleza,2022,Mulher,Branca,Total,"R$ 3.130,48"
Fortaleza,2022,Homem,Outros,Total,"R$ 1.379,07"
Fortaleza,2022,Mulher,Outros,Total,"R$ 1.119,30"
Fortaleza,2022,Homem,Parda,Total,"R$ 2.084,74"
Fortaleza,2022,Mulher,Parda,Total,"R$ 2.023,02"
Fortaleza,2022,Homem,Preta,Total,"R$ 3.565,47"
Fortaleza,2022,Mulher,Preta,Total,"R$ 1.885,33"
Fortaleza,2012,Homem,Branca,Sem instrução e menos de 1 ano de estudo,"R$ 2.768,85"
Fortaleza,2012,Homem,Parda,Sem instrução e menos de 1 ano de estudo,"R$ 1.222,52"
Fortaleza,2012,Homem,Preta,Sem instrução e menos de 1 ano de estudo,"R$ 941,17"
Fortaleza,2012,Mulher,Branca,Sem instrução e menos de 1 ano de estudo,"R$ 798,99"
Fortaleza,2012,Mulher,Parda,Sem instrução e menos de 1 ano de estudo,"R$ 907,05"
Fortaleza,2012,Mulher,Preta,Sem instrução e menos de 1 ano de estudo,"R$ 1.183,14"
Fortaleza,2012,Homem,Branca,Fundamental incompleto ou equivalente,"R$ 1.583,72"
Fortaleza,2012,Homem,Outros,Fundamental incompleto ou equivalente,"R$ 1.404,89"
Fortaleza,2012,Homem,Parda,Fundamental incompleto ou equivalente,"R$ 1.481,92"
Fortaleza,2012,Homem,Preta,Fundamental incompleto ou equivalente,"R$ 1.516,63"
Fortaleza,2012,Mulher,Branca,Fundamental incompleto ou equivalente,"R$ 1.126,09"
Fortaleza,2012,Mulher,Outros,Fundamental incompleto ou equivalente,"R$ 1.455,09"
Fortaleza,2012,Mulher,Parda,Fundamental incompleto ou equivalente,"R$ 1.140,06"
Fortaleza,2012,Mulher,Preta,Fundamental incompleto ou equivalente,"R$ 1.049,44"
Fortaleza,2012,Homem,Branca,Fundamental completo ou equivalente,"R$ 1.738,08"
Fortaleza,2012,Homem,Parda,Fundamental completo ou equivalente,"R$ 1.599,92"
